,district,size,floor,registration,heating,rooms,parking,balcony,state,price
1501,Novi Beograd Blok 9a (Dom Zdravlja),50.0,2.0,True,Centralno,2.0,False,False,Novogradnja,160000
1502,Lekino brdo,310.0,4.0,True,Centralno,6.0,True,True,Novogradnja,450000
1503,Vukov spomenik,39.0,1.0,True,Centralno,2.0,False,True,Novogradnja,95745
1504,Vukov spomenik,66.0,1.0,True,Centralno,3.0,False,True,Novogradnja,162030
1505,Vukov spomenik,86.0,6.0,True,Centralno,4.0,False,True,Novogradnja,211130
1506,Zvezdara,40.0,0.0,True,Centralno,3.0,True,True,Novogradnja,81700
1512,Mirijevo I,72.0,3.0,True,Ostalo,4.0,False,True,Novogradnja,89000
1513,Dedinje (Beli dvor),117.0,4.0,True,Ostalo,3.0,True,False,Novogradnja,235000
1515,Trošarina,57.0,1.0,True,Podno,3.0,False,True,Novogradnja,113300
1564,Zemun (Gornji grad),85.0,3.0,False,TA peć,2.0,True,True,Novogradnja,140250
1565,Lekino brdo,121.0,3.0,True,Centralno,4.0,True,True,Novogradnja,230000
1621,Lekino brdo,122.0,4.0,True,Centralno,2.0,False,True,Novogradnja,280000
1627,Novi Beograd Blok 60,45.0,6.0,True,Centralno,1.0,False,True,Novogradnja,102363
1628,Crveni krst,133.0,6.0,True,"Klima, Centralno",3.0,False,True,Novogradnja,346000
1629,Voždovac,80.0,0.0,True,TA peć,4.0,True,True,Novogradnja,239900
1631,Novi Beograd Blok 64,62.0,6.0,True,Centralno,3.0,True,True,Novogradnja,142082
1632,Novi Beograd Blok 64,72.0,8.0,True,Centralno,3.0,True,True,Novogradnja,168391
1674,Crveni krst,62.0,3.0,True,Centralno,2.0,False,True,Novogradnja,148800
1675,Vračar (Hram),72.0,1.0,True,Centralno,3.0,False,True,Novogradnja,187000
1677,Voždovac,81.0,2.0,True,TA peć,3.0,False,True,Novogradnja,170000
1678,Voždovac,75.0,1.0,False,TA peć,4.0,False,True,Novogradnja,138750
1680,Voždovac,78.0,2.0,False,TA peć,2.0,False,False,Novogradnja,165000
1682,Mirijevo I,55.0,0.0,True,"Klima, Ostalo",2.0,False,False,Novogradnja,71500
1685,Voždovac,180.0,2.0,True,Centralno,5.0,False,True,Novogradnja,382200
1747,Crveni krst,46.0,1.0,True,Centralno,2.0,True,True,Novogradnja,105800
1789,Voždovac,94.0,3.0,True,Ostalo,3.0,True,False,Novogradnja,230000
1791,Voždovac,32.0,3.0,True,"Klima, Ostalo",2.0,False,False,Standardna gradnja,59000
1793,Novi Beograd Blok 30 (B92),78.0,2.0,True,Centralno,3.0,True,True,Izvorno stanje,195000
1794,Voždovac,74.0,4.0,True,Centralno,3.0,True,True,Izvorno stanje,135000
1795,Karaburma,34.0,2.0,True,"Klima, Ostalo",2.0,True,True,Novogradnja,67000
1796,Rakovica,33.0,3.0,False,Ostalo,2.0,True,False,Izvorno stanje,42850
1799,Karaburma,26.0,5.0,False,Ostalo,1.0,False,False,Izvorno stanje,37180
1800,Karaburma,26.0,5.0,False,Ostalo,1.0,False,False,Izvorno stanje,33800
1801,Karaburma,36.0,5.0,False,Ostalo,2.0,False,False,Izvorno stanje,47520
1802,Zemun (Ćukovac),54.0,1.0,True,"Klima, Ostalo",2.0,True,True,Novogradnja,105900
1804,Karaburma,36.0,5.0,False,Ostalo,2.0,False,False,Izvorno stanje,43200
1805,Zvezdara,113.0,2.0,False,"Klima, Ostalo",4.0,False,True,Standardna gradnja,195000
1806,Voždovac,46.0,4.0,True,Centralno,2.0,True,True,Novogradnja,99000
1851,Krnjača,49.0,3.0,True,Klima,2.0,False,True,Novogradnja,56000
1852,Zemun (Meandri),80.0,3.0,True,Centralno,3.0,True,True,Izvorno stanje,116000
1853,Stari Grad,47.0,3.0,True,Ostalo,2.0,False,False,Standardna gradnja,89000
1854,Rakovica,37.0,4.0,False,Klima,1.0,True,False,Standardna gradnja,45000
1855,Ledine,132.0,3.0,True,Ostalo,5.0,True,False,Novogradnja,90000
1856,Kotež,84.0,2.0,True,Klima,4.0,True,True,Izvorno stanje,70000
1857,Mirijevo I,33.0,1.0,True,Ostalo,1.0,False,False,Novogradnja,41250
1913,Barajevo,75.0,2.0,True,"Klima, Centralno",3.0,True,True,Izvorno stanje,40000
1914,Vračar (Centar),86.0,2.0,True,"Klima, Centralno",3.0,False,True,Standardna gradnja,280000
1915,Beograd na vodi,52.0,9.0,True,Centralno,2.0,True,True,Standardna gradnja,153888
1918,Vračar (Centar),60.0,2.0,True,"Klima, Centralno",2.0,False,True,Standardna gradnja,118900
1975,Voždovac,53.0,1.0,True,Ostalo,2.0,True,True,U izgradnji,175000
1976,Vračar (Centar),137.0,5.0,False,Centralno,4.0,True,True,Standardna gradnja,310000
1977,Leštane,46.0,1.0,True,Ostalo,2.0,True,True,Standardna gradnja,48070
1978,Stari Grad,315.0,4.0,True,"Klima, Centralno",12.0,False,True,Standardna gradnja,1260000
1979,Stari Grad,163.0,1.0,True,"Klima, Centralno",8.0,False,True,Standardna gradnja,489000
1981,Rakovica,34.0,3.0,True,Klima,2.0,False,False,Standardna gradnja,49000
1983,Beograd na vodi,51.0,5.0,True,Centralno,2.0,True,True,Novogradnja,156888
2036,Zvezdara,100.0,7.0,True,Centralno,3.0,False,True,Novogradnja,232000
2037,Zvezdara,110.0,3.0,True,"Klima, Centralno",4.0,False,False,Izvorno stanje,193000
2038,Centar (uži),23.0,3.0,True,Ostalo,1.0,False,False,Izvorno stanje,60000
2039,Rakovica,62.0,5.0,True,Ostalo,2.0,True,True,Izvorno stanje,47900
2040,Novi Beograd Blok 11 (Hotel Jugoslavija),62.0,3.0,True,Centralno,3.0,True,True,Izvorno stanje,133000
2041,Rakovica,52.0,3.0,True,Centralno,2.0,True,True,Izvorno stanje,59500
2042,Voždovac,61.0,3.0,False,"Klima, Centralno",3.0,False,True,Standardna gradnja,150000
2098,Bežanijska kosa I,95.0,3.0,True,"Klima, Centralno",4.0,True,True,Standardna gradnja,185000
2099,Novi Beograd Blok 34 (Studentski grad),52.0,3.0,True,"Klima, Centralno",2.0,False,True,Izvorno stanje,94800
2100,Dedinje (RTV Pink),54.0,1.0,True,Ostalo,2.0,False,True,Izvorno stanje,111000
2101,Voždovac,87.0,3.0,True,Centralno,3.0,True,True,Novogradnja,190900
2102,Zemun (Centar),94.0,3.0,True,Ostalo,4.0,True,False,Izvorno stanje,160000
2103,Batajnica,62.0,3.0,True,Centralno,2.0,True,True,Standardna gradnja,45000
2105,Centar (uži),66.0,6.0,True,"Klima, Centralno",2.0,False,True,Izvorno stanje,130000
2107,Železnik,56.0,2.0,False,Ostalo,2.0,True,True,Novogradnja,45000
2108,Stari Grad,52.0,6.0,True,"Klima, Centralno",2.0,False,True,Izvorno stanje,151000
2160,Voždovac,31.0,3.0,True,Klima,1.0,False,True,Novogradnja,76500
2162,Mirijevo I,48.0,3.0,False,"Klima, Ostalo",2.0,True,True,Novogradnja,63500
2165,Centar (uži),125.0,4.0,True,"Klima, Ostalo",5.0,True,True,Izvorno stanje,399000
2167,Rakovica,40.0,2.0,False,Ostalo,2.0,False,True,Standardna gradnja,35000
2170,Novi Beograd Blok 28 (Potkovica),62.0,5.0,True,Centralno,2.0,True,True,Izvorno stanje,112500
2171,Rakovica,29.0,4.0,True,Klima,1.0,False,True,Standardna gradnja,43000
2221,Zemun (Novi Grad),68.0,6.0,False,"Klima, Centralno",3.0,False,False,Izvorno stanje,89900
2222,Centar (uži),95.0,3.0,True,"Klima, Centralno",3.0,True,True,Standardna gradnja,209000
2224,Centar (uži),136.0,2.0,True,Klima,5.0,False,True,Izvorno stanje,340000
2225,Centar (uži),77.0,2.0,True,"Klima, Centralno",3.0,True,True,Izvorno stanje,184800
2226,Zemun (Centar),45.0,1.0,False,Klima,4.0,False,True,Izvorno stanje,66000
2282,Voždovac,50.0,4.0,False,"Klima, Centralno",2.0,True,True,U izgradnji,110242
2283,Rakovica,39.0,3.0,False,"Klima, Ostalo",2.0,True,True,Standardna gradnja,42500
2284,Dedinje (RTV Pink),135.0,2.0,True,Klima,4.0,True,True,Standardna gradnja,550000
2285,Voždovac,72.0,5.0,False,"Klima, Centralno",3.0,True,True,U izgradnji,158642
2286,Voždovac,63.0,11.0,True,Centralno,3.0,False,False,Izvorno stanje,96000
2287,Stari Grad,47.0,4.0,False,"Klima, Centralno",2.0,True,True,Standardna gradnja,152000
2289,Centar (uži),35.0,3.0,True,"Klima, Ostalo",1.0,False,True,Izvorno stanje,79000
2290,Centar (uži),120.0,5.0,True,"Klima, Ostalo",5.0,False,True,Izvorno stanje,319000
2292,Centar (uži),23.0,3.0,True,Centralno,1.0,False,False,Izvorno stanje,70000
2293,Vračar (Centar),76.0,3.0,True,Klima,3.0,False,True,Izvorno stanje,155000
2344,Kaluđerica,63.0,4.0,False,Ostalo,3.0,False,True,Novogradnja,65000
2345,Mirijevo I,158.0,3.0,True,Klima,3.0,True,True,Novogradnja,280000
2346,Kaluđerica,62.0,3.0,False,Ostalo,3.0,False,True,Novogradnja,65000
2347,Voždovac,53.0,1.0,False,"Klima, Centralno",2.0,True,True,U izgradnji,106740
2348,Voždovac,53.0,4.0,False,"Klima, Centralno",2.0,True,True,U izgradnji,116600
2349,Voždovac,50.0,1.0,False,"Klima, Centralno",2.0,True,True,U izgradnji,100000
2350,Kaluđerica,55.0,3.0,False,Ostalo,3.0,False,True,Novogradnja,57000
2351,Kaluđerica,36.0,3.0,False,Ostalo,2.0,False,True,Novogradnja,38000
2352,Voždovac,100.0,7.0,False,"Klima, Centralno",5.0,True,True,U izgradnji,220000
2353,Vračar (Centar),52.0,3.0,True,Klima,1.0,False,True,Standardna gradnja,90000
2354,Kaluđerica,49.0,4.0,False,Ostalo,3.0,False,True,Novogradnja,56350
2355,Voždovac,147.0,8.0,False,Centralno,4.0,True,True,U izgradnji,324346
2356,Voždovac,97.0,2.0,False,"Klima, Centralno",4.0,True,True,U izgradnji,194920
2357,Voždovac,97.0,6.0,False,Centralno,4.0,True,True,U izgradnji,214412
2404,Kaluđerica,60.0,3.0,False,Ostalo,3.0,False,True,Novogradnja,63000
2405,Kaluđerica,73.0,4.0,False,Ostalo,3.0,False,True,Novogradnja,75000
2406,Voždovac,72.0,1.0,False,"Klima, Centralno",3.0,True,True,U izgradnji,144240
2408,Voždovac,74.0,4.0,False,"Klima, Centralno",3.0,True,True,U izgradnji,163328
2409,Zemun (Gardoš),48.0,3.0,True,Ostalo,2.0,True,False,Novogradnja,62500
2467,Palilulska pijaca,21.0,0.0,True,Centralno,2.0,False,False,Standardna gradnja,49900
2468,Vukov spomenik,32.0,0.0,True,Ostalo,2.0,True,False,Standardna gradnja,39000
2476,Bežanijska kosa I,51.0,3.0,False,Centralno,2.0,False,True,Standardna gradnja,110000
2477,Kaluđerica,52.0,3.0,False,Ostalo,2.0,False,True,Novogradnja,55000
2478,Kaluđerica,55.0,2.0,False,"Klima, Ostalo",3.0,False,True,Novogradnja,57000
2479,Kaluđerica,52.0,1.0,False,"Klima, Ostalo",3.0,False,True,Novogradnja,54000
2480,Kaluđerica,62.0,2.0,False,"Klima, Ostalo",3.0,False,True,Novogradnja,65000
2529,Zemun (Kalvarija),45.0,4.0,True,Ostalo,2.0,False,True,Standardna gradnja,64900
2530,Braće Jerković,53.0,9.0,True,Centralno,2.0,False,True,Standardna gradnja,79900
2531,Čubura,33.0,0.0,True,Ostalo,2.0,False,True,Standardna gradnja,75000
2533,Golf naselje,36.0,5.0,True,Centralno,2.0,True,False,Standardna gradnja,89000
2534,Novi Beograd Blok 7 (Paviljoni),28.0,5.0,True,Ostalo,2.0,False,True,Standardna gradnja,62900
2535,Vukov spomenik,39.0,5.0,False,Centralno,2.0,False,True,U izgradnji,89700
2536,Stari Grad,32.0,4.0,True,Ostalo,2.0,False,False,Standardna gradnja,105000
2537,Kumodraž I,38.0,4.0,False,Centralno,2.0,False,True,Standardna gradnja,52000
2538,Zemun Polje,47.0,4.0,True,Centralno,2.0,False,True,Standardna gradnja,52000
2539,Centar (uži),35.0,11.0,True,Centralno,2.0,False,False,Standardna gradnja,102500
2589,Stari Grad,80.0,2.0,True,Centralno,4.0,False,True,Izvorno stanje,285000
2590,Kalenić pijaca,157.0,4.0,False,Centralno,4.0,True,True,Novogradnja,549500
2591,Crveni krst,87.0,4.0,True,Centralno,4.0,False,True,Novogradnja,250000
2592,Stari Grad,130.0,0.0,True,Ostalo,4.0,True,False,Standardna gradnja,360000
2593,Novi Beograd Blok 70 (Kineski TC),54.0,4.0,True,Centralno,2.0,False,True,Standardna gradnja,97900
2594,Autokomanda,40.0,4.0,True,Centralno,2.0,False,False,Standardna gradnja,87000
2595,Karaburma,36.0,0.0,False,Centralno,2.0,False,False,Standardna gradnja,47000
2596,Vukov spomenik,53.0,0.0,True,Centralno,2.0,False,True,Standardna gradnja,109000
2597,Mirijevo I,43.0,0.0,True,Ostalo,2.0,False,True,Standardna gradnja,78000
2599,Skadarlija,36.0,4.0,True,Centralno,2.0,False,False,Standardna gradnja,97000
2600,Kalemegdan,27.0,5.0,True,Centralno,2.0,False,False,Standardna gradnja,82000
2601,Centar (uži),200.0,1.0,True,Centralno,10.0,False,True,Standardna gradnja,620000
2602,Karaburma,36.0,1.0,True,"Klima, Ostalo",2.0,False,True,Standardna gradnja,69900
2604,Kalenić pijaca,39.0,5.0,True,Centralno,2.0,False,True,Standardna gradnja,99500
2606,Novi Beograd Blok 63,51.0,1.0,True,Centralno,2.0,False,True,Standardna gradnja,122000
2650,Kalemegdan,120.0,3.0,True,Centralno,4.0,False,False,Izvorno stanje,340000
2651,Vračar (Hram),93.0,3.0,True,Centralno,4.0,False,True,Novogradnja,220000
2652,Novi Beograd Blok 19a,96.0,0.0,True,Centralno,4.0,False,True,Izvorno stanje,140000
2653,Cvetni trg,100.0,3.0,True,Ostalo,4.0,False,True,Izvorno stanje,193000
2654,Centar (uži),153.0,0.0,True,Ostalo,4.0,False,False,Izvorno stanje,240000
2656,Kalenić pijaca,150.0,3.0,False,Centralno,4.0,True,True,Novogradnja,525000
2657,Centar (uži),103.0,1.0,True,Ostalo,4.0,False,True,Izvorno stanje,195000
2658,Kalenić pijaca,115.0,1.0,True,Centralno,4.0,False,True,Izvorno stanje,320000
2709,Vračar (Centar),107.0,0.0,True,Centralno,4.0,False,True,Izvorno stanje,199000
2710,Đeram pijaca,82.0,0.0,True,"Klima, Centralno",4.0,False,True,Novogradnja,149000
2712,Stari Grad,155.0,2.0,True,Centralno,4.0,False,True,Izvorno stanje,440000
2713,Cvetanova ćuprija,70.0,4.0,True,Ostalo,4.0,False,True,Novogradnja,88000
2714,Novi Beograd Blok 12 (YUBC),115.0,6.0,True,Centralno,4.0,False,True,Izvorno stanje,280000
2715,Zemun (Centar),94.0,3.0,True,Centralno,4.0,False,False,Izvorno stanje,155000
2716,Novi Beograd Blok 11c (Stari Merkator),85.0,5.0,True,Centralno,4.0,False,True,Izvorno stanje,120000
2717,Voždovac,90.0,4.0,True,Centralno,4.0,True,False,Novogradnja,210000
2718,Bežanijska kosa II,95.0,6.0,True,Centralno,4.0,False,True,Izvorno stanje,145000
2770,Mirijevo III,188.0,5.0,True,Centralno,4.0,False,True,Standardna gradnja,289000
2771,Novi Beograd Blok 31 (Merkator),89.0,5.0,True,Centralno,4.0,False,True,Izvorno stanje,149000
2772,Novi Beograd Blok 29,100.0,3.0,True,Centralno,4.0,False,True,Standardna gradnja,199500
2773,Lion,87.0,0.0,True,Centralno,4.0,False,False,Novogradnja,245000
2774,Novi Beograd Blok 19a,163.0,7.0,True,Centralno,4.0,False,True,Novogradnja,459000
2775,Zemun (Save Kovačevića),86.0,0.0,False,Ostalo,4.0,True,True,Novogradnja,167700
2776,Crveni krst,88.0,5.0,True,Centralno,2.0,False,True,Izvorno stanje,175000
2777,Banovo brdo,148.0,5.0,True,Centralno,4.0,True,True,Novogradnja,298500
2778,Mirijevo I,108.0,1.0,True,Ostalo,4.0,True,True,Izvorno stanje,120000
2779,Zemun (Centar),101.0,1.0,True,Centralno,4.0,False,True,Izvorno stanje,255000
2780,Palata pravde,112.0,7.0,True,Centralno,4.0,False,True,Izvorno stanje,190000
2781,Centar (uži),125.0,4.0,True,Ostalo,4.0,False,True,Izvorno stanje,429000
2834,Vračar (Hram),137.0,3.0,True,"Klima, Centralno",4.0,True,True,Novogradnja,370000
2835,Zemun (Centar),116.0,3.0,True,"Klima, Centralno",4.0,True,True,Izvorno stanje,243600
2837,Vračar (Hram),137.0,3.0,True,"Klima, Centralno",4.0,True,True,Novogradnja,370000
2838,Centar (uži),110.0,3.0,False,"Klima, Centralno",4.0,False,True,Standardna gradnja,193000
2839,Stari Grad,106.0,4.0,False,"Klima, Centralno",4.0,False,True,Izvorno stanje,230000
2840,Đeram pijaca,72.0,2.0,False,"Klima, Centralno",4.0,False,True,Novogradnja,143000
2841,Stari Grad,106.0,4.0,False,"Klima, Centralno",4.0,False,True,Izvorno stanje,230000
2842,Novi Beograd Blok 24 (Super Vero),104.0,5.0,False,"Klima, Centralno",4.0,True,True,Standardna gradnja,220000
2844,Bežanijska kosa I,105.0,2.0,True,Centralno,4.0,False,True,Izvorno stanje,163000
3017,29. Novembra,56.0,7.0,True,Centralno,2.0,False,True,Izvorno stanje,105000
3019,Lion,152.0,7.0,True,"Klima, Centralno",6.0,False,True,Standardna gradnja,310000
3020,Dedinje (Beli dvor),199.0,2.0,True,Klima,6.0,True,True,Novogradnja,420000
3021,Dedinje (RTV Pink),120.0,2.0,True,"Klima, Centralno",4.0,False,True,Novogradnja,330000
3022,Novi Beograd Blok 19a,96.0,0.0,True,"Klima, Centralno",4.0,False,True,Standardna gradnja,134900
3023,Zemun (Centar),81.0,0.0,True,"Klima, Ostalo",4.0,False,False,Novogradnja,125000
3079,Voždovac,51.0,4.0,False,Centralno,2.0,False,False,Novogradnja,127500
3080,Palilulska pijaca,53.0,3.0,False,Centralno,2.0,False,False,Novogradnja,148400
3081,Voždovac,56.0,3.0,False,Centralno,2.0,False,False,Novogradnja,128800
3082,Voždovac,50.0,3.0,False,Centralno,2.0,False,False,Novogradnja,115000
3083,Voždovac,52.0,1.0,False,Centralno,2.0,False,False,Novogradnja,119600
3084,Čubura,100.0,1.0,False,"Klima, Centralno",2.0,False,True,Nadogradnja,270000
3085,Beograd na vodi,65.0,4.0,False,"Klima, Centralno",2.0,True,True,Novogradnja,199990
3086,Mirijevo I,66.0,4.0,True,Centralno,4.0,False,True,Standardna gradnja,85000
3087,Voždovac,51.0,1.0,False,Centralno,2.0,False,False,Novogradnja,117300
3089,Zemun (Kej),55.0,1.0,True,Ostalo,2.0,False,False,Standardna gradnja,117000
3095,Gradska bolnica,44.0,2.0,True,"Klima, Centralno",2.0,False,True,Standardna gradnja,88500
3096,Dedinje (Beli dvor),237.0,3.0,True,"Klima, Centralno",8.0,True,False,Novogradnja,500000
3097,Kalenić pijaca,38.0,3.0,True,"Klima, Centralno",2.0,False,True,Novogradnja,95000
3098,Stari Grad,221.0,1.0,True,Ostalo,9.0,False,True,Izvorno stanje,795600
3140,Čubura,92.0,0.0,True,Centralno,4.0,False,True,Novogradnja,216928
3141,Čubura,97.0,1.0,True,Centralno,4.0,False,True,Standardna gradnja,300000
3144,Vukov spomenik,106.0,2.0,False,Ostalo,4.0,False,True,Standardna gradnja,222285
3145,Resnik,44.0,3.0,True,Ostalo,4.0,False,True,Standardna gradnja,60000
3146,Dedinje (Beli dvor),145.0,2.0,True,Centralno,4.0,True,True,Standardna gradnja,355000
3147,Vukov spomenik,94.0,6.0,False,Ostalo,4.0,False,True,Standardna gradnja,206272
3148,Mirijevo I,96.0,3.0,True,Centralno,4.0,False,True,Standardna gradnja,130000
3149,Mirijevo I,84.0,0.0,True,Centralno,4.0,False,True,Standardna gradnja,119000
3150,Cvetni trg,92.0,3.0,True,Ostalo,4.0,False,True,Standardna gradnja,193000
3151,Cerak vinogradi,87.0,3.0,True,Centralno,4.0,False,True,Standardna gradnja,119000
3152,Donji Dorćol,117.0,2.0,True,Centralno,4.0,False,True,Standardna gradnja,350000
3153,Dedinje (Beli dvor),98.0,0.0,True,Centralno,4.0,True,True,Standardna gradnja,299000
3155,Gornji Dorćol,108.0,5.0,True,"Klima, Ostalo",4.0,False,True,Standardna gradnja,270000
3156,Kumodraž I,86.0,4.0,True,Centralno,4.0,False,True,Standardna gradnja,112000
3157,Kluz,122.0,3.0,True,Ostalo,4.0,True,True,Standardna gradnja,164700
3158,Miljakovac II,95.0,5.0,False,Centralno,4.0,False,False,Standardna gradnja,79000
3159,Voždovac,59.0,4.0,False,Centralno,2.0,False,False,Novogradnja,147500
3201,Žarkovo,142.0,2.0,True,Klima,4.0,True,True,Standardna gradnja,198000
3202,Stari Grad,114.0,4.0,True,Centralno,4.0,False,True,Standardna gradnja,299000
3203,Vidikovac,87.0,6.0,True,"Klima, Centralno",4.0,False,False,Izvorno stanje,92500
3205,Denkova bašta,59.0,4.0,True,Ostalo,4.0,False,False,Izvorno stanje,86000
3206,Voždovac,117.0,4.0,False,"Klima, Centralno",4.0,True,False,U izgradnji,205000
3207,Dedinje (Beli dvor),121.0,0.0,True,"Klima, Ostalo",4.0,True,True,Novogradnja,299000
3209,Lion,75.0,2.0,True,Centralno,4.0,False,True,Standardna gradnja,140000
3210,Crveni krst,102.0,5.0,False,Centralno,4.0,False,True,U izgradnji,203460
3212,Topčider,132.0,2.0,True,Ostalo,4.0,False,True,Standardna gradnja,289982
3213,Gornji Dorćol,112.0,2.0,True,"Klima, Centralno",4.0,False,True,Standardna gradnja,350000
3214,Topčider,122.0,0.0,True,Ostalo,4.0,False,True,Novogradnja,183000
3215,Banovo brdo,68.0,7.0,True,Centralno,4.0,False,True,Standardna gradnja,145000
3216,Čubura,92.0,4.0,True,Centralno,4.0,False,True,Standardna gradnja,215941
3217,Tašmajdan,91.0,5.0,True,"Klima, Centralno",4.0,False,True,Izvorno stanje,240000
3218,Centar (uži),53.0,0.0,True,Centralno,4.0,False,False,Standardna gradnja,89000
3219,Centar (uži),82.0,1.0,True,Centralno,4.0,True,True,Standardna gradnja,220000
3220,Čubura,95.0,1.0,True,Centralno,4.0,False,True,Standardna gradnja,223508
3263,Kalenić pijaca,25.0,0.0,True,Ostalo,1.0,False,False,Standardna gradnja,38000
3264,Donji Dorćol,25.0,0.0,False,Ostalo,1.0,False,False,Standardna gradnja,55500
3265,Filmski grad,167.0,2.0,False,Klima,4.0,True,True,Novogradnja,310000
3266,Žarkovo,119.0,5.0,True,Centralno,4.0,True,True,Izvorno stanje,148900
3268,Golf naselje,36.0,5.0,True,"Klima, Centralno",1.0,True,False,Izvorno stanje,90000
3269,Lion,50.0,1.0,True,"Klima, Centralno",2.0,True,True,Novogradnja,119000
3270,Centar (uži),50.0,2.0,True,"Klima, Ostalo",2.0,False,True,Izvorno stanje,112000
3271,Gornji Dorćol,92.0,2.0,True,"Klima, Ostalo",4.0,True,True,Izvorno stanje,250000
3272,Kotež,46.0,1.0,False,"Klima, Ostalo",1.0,False,True,Izvorno stanje,42000
3273,Kalenić pijaca,53.0,8.0,True,Centralno,2.0,False,True,Standardna gradnja,135000
3274,Voždovac,70.0,4.0,True,"Klima, Centralno",2.0,False,True,Novogradnja,155000
3275,Đeram pijaca,70.0,0.0,True,Klima,3.0,False,True,Izvorno stanje,113000
3276,Dedinje (Beli dvor),187.0,0.0,True,Klima,3.0,True,True,Novogradnja,425000
3277,Vračar (Hram),75.0,3.0,True,"Klima, Ostalo",3.0,False,True,Izvorno stanje,240000
3279,Centar (uži),65.0,3.0,True,"Klima, Centralno",3.0,False,True,Izvorno stanje,195000
3280,Cvetni trg,120.0,1.0,True,Centralno,4.0,False,True,Izvorno stanje,327000
3281,Hadžipopovac,94.0,4.0,True,"Klima, Centralno",4.0,False,False,Novogradnja,180000
3282,Hadžipopovac,63.0,1.0,True,"Klima, Ostalo",4.0,False,False,Izvorno stanje,109000
3325,Kalenić pijaca,40.0,0.0,True,Centralno,1.0,False,True,Standardna gradnja,90000
3326,Retenzija,47.0,0.0,True,Centralno,1.0,False,True,Standardna gradnja,100000
3327,Mirijevo I,37.0,0.0,True,Ostalo,1.0,False,True,Standardna gradnja,40000
